State,Date,%Retail/Rec Change,%Grocery/Pharm Change,%Parks Change,%Transit Change,%Workplace Change,%Residential Change
Arkansas,2020-03-13,5,25,15,2,-2,2
Arkansas,2020-03-14,-7,11,-21,-1,0,4
Arkansas,2020-03-15,-5,14,-4,1,-4,3
Arkansas,2020-03-16,-6,13,-20,-6,-16,7
Arkansas,2020-03-17,-10,10,25,-6,-19,8
Arkansas,2020-03-18,-12,8,50,-9,-22,8
Arkansas,2020-03-19,-18,10,17,-10,-24,10
Arkansas,2020-03-20,-23,12,30,-13,-26,11
Arkansas,2020-03-21,-33,2,23,-12,-14,8
Arkansas,2020-03-22,-41,-11,-26,-22,-26,9
Arkansas,2020-03-23,-29,-7,17,-18,-32,13
Arkansas,2020-03-24,-30,-9,52,-17,-35,14
Arkansas,2020-03-25,-25,-5,108,-18,-35,12
Arkansas,2020-03-26,-24,-4,133,-18,-36,12
Arkansas,2020-03-27,-28,-7,88,-22,-36,13
Arkansas,2020-03-28,-39,-14,-1,-26,-23,10
Arkansas,2020-03-29,-29,-7,81,-22,-27,7
Arkansas,2020-03-30,-31,-11,-19,-25,-34,14
Arkansas,2020-03-31,-26,-6,36,-21,-35,13
Arkansas,2020-04-01,-19,2,75,-18,-35,11
Arkansas,2020-04-02,-24,2,59,-21,-36,13
Arkansas,2020-04-03,-28,3,6,-27,-36,15
Arkansas,2020-04-04,-42,-4,-32,-31,-25,12
Arkansas,2020-04-05,-36,-3,25,-33,-29,8
Arkansas,2020-04-06,-29,-6,15,-25,-36,13
Arkansas,2020-04-07,-30,-6,46,-24,-37,14
Arkansas,2020-04-08,-25,-2,81,-24,-37,12
Arkansas,2020-04-09,-25,0,58,-25,-38,13
Arkansas,2020-04-10,-25,2,62,-30,-43,15
Arkansas,2020-04-11,-35,1,1,-34,-26,10
Arkansas,2020-04-12,-53,-29,-27,-39,-36,10
Arkansas,2020-04-13,-26,-8,-9,-22,-39,12
Arkansas,2020-04-14,-25,-7,11,-21,-38,13
Arkansas,2020-04-15,-10,4,56,-18,-35,11
Arkansas,2020-04-16,-15,3,66,-19,-36,11
Arkansas,2020-04-17,-23,-5,23,-25,-36,14
Arkansas,2020-04-18,-25,-1,36,-20,-19,7
Arkansas,2020-04-19,-31,-12,-26,-34,-29,9
Arkansas,2020-04-20,-16,-2,35,-20,-34,12
Arkansas,2020-04-21,-15,1,85,-16,-35,11
Arkansas,2020-04-22,-25,-8,-11,-23,-36,15
Arkansas,2020-04-23,-18,3,46,-20,-35,12
Arkansas,2020-04-24,-20,0,34,-22,-35,13
Arkansas,2020-04-25,-23,3,27,-20,-20,7
Arkansas,2020-04-26,-18,4,78,-22,-25,5
Arkansas,2020-04-27,-14,0,11,-17,-34,12
Arkansas,2020-04-28,-15,3,36,-15,-35,6
Arkansas,2020-04-29,-9,8,51,-15,-34,11
Arkansas,2020-04-30,-8,11,80,-14,-34,10
Arkansas,2020-05-01,-8,13,95,-13,-33,10
Arkansas,2020-05-02,-15,12,81,-10,-17,4
Arkansas,2020-05-03,-15,6,38,-20,-22,5
Arkansas,2020-05-04,-8,6,18,-15,-32,11
Arkansas,2020-05-05,-5,14,60,-12,-32,10
Arkansas,2020-05-06,-4,13,92,-12,-31,9
Arkansas,2020-05-07,-9,11,63,-14,-32,10
Arkansas,2020-05-08,-10,11,56,-14,-32,11
Arkansas,2020-05-09,-9,23,59,-8,-15,3
Arkansas,2020-05-10,-8,24,72,-13,-19,2
Arkansas,2020-05-11,-9,4,14,-10,-30,10
Arkansas,2020-05-12,-13,3,-9,-15,-32,12
Arkansas,2020-05-13,-3,10,82,-10,-29,9
Arkansas,2020-05-14,-7,9,78,-12,-30,9
Arkansas,2020-05-15,-13,2,40,-13,-31,11
Arkansas,2020-05-16,-16,5,8,-13,-14,6
Arkansas,2020-05-17,-11,8,45,-13,-17,5
Arkansas,2020-05-18,-2,6,54,-9,-29,8
Arkansas,2020-05-19,-2,8,88,-8,-29,8
Arkansas,2020-05-20,1,10,118,-5,-28,7
Arkansas,2020-05-21,-2,11,98,-5,-30,8
Arkansas,2020-05-22,-7,8,99,-3,-32,9
Arkansas,2020-05-23,-11,13,106,-4,-14,3
Arkansas,2020-05-24,-6,14,127,-10,-19,2
Arkansas,2020-05-25,-16,-3,80,-21,-67,18
Arkansas,2020-05-26,-6,8,55,-14,-29,9
Arkansas,2020-05-27,-3,8,74,-8,-28,8
Arkansas,2020-05-28,-4,8,71,-8,-28,9
Arkansas,2020-05-29,-5,7,127,-2,-27,8
Arkansas,2020-05-30,-10,10,109,3,-5,2
Arkansas,2020-05-31,-4,13,114,1,-10,2
Arkansas,2020-06-01,2,10,71,-2,-28,7
Arkansas,2020-06-02,1,10,113,-2,-28,7
Arkansas,2020-06-03,4,13,101,-2,-27,7
Arkansas,2020-06-04,-1,12,99,-3,-28,7
Arkansas,2020-06-05,-4,10,127,-3,-29,7
Arkansas,2020-06-06,-9,12,106,4,-8,2
Arkansas,2020-06-07,-4,13,109,2,-12,2
Arkansas,2020-06-08,-10,-1,14,-9,-29,10
Arkansas,2020-06-09,0,10,86,-3,-28,8
Arkansas,2020-06-10,3,11,129,1,-27,6
Arkansas,2020-06-11,1,12,139,0,-27,6
Arkansas,2020-06-12,-3,9,154,2,-28,6
Arkansas,2020-06-13,-8,11,131,6,-6,1
Arkansas,2020-06-14,-3,13,127,5,-11,1
Arkansas,2020-06-15,-1,8,76,2,-28,7
Arkansas,2020-06-16,0,10,118,1,-28,7
Arkansas,2020-06-17,1,10,138,0,-28,6
Arkansas,2020-06-18,0,10,133,3,-28,6
Arkansas,2020-06-19,-2,9,146,2,-29,5
Arkansas,2020-06-20,-9,13,103,7,-7,1
Arkansas,2020-06-21,-6,14,93,3,-11,1
Arkansas,2020-06-22,-5,3,56,-1,-31,9
Arkansas,2020-06-23,-3,5,96,0,-30,8
Arkansas,2020-06-24,1,9,140,1,-28,6
Arkansas,2020-06-25,-1,11,134,3,-29,6
Arkansas,2020-06-26,-6,3,122,1,-29,8
Arkansas,2020-06-27,-11,6,105,9,-7,2
Arkansas,2020-06-28,-7,6,100,9,-10,2
Arkansas,2020-06-29,-5,3,45,1,-30,8
Arkansas,2020-06-30,2,9,106,1,-30,7
Arkansas,2020-07-01,7,13,116,3,-30,6
Arkansas,2020-07-02,10,19,121,6,-33,6
Arkansas,2020-07-03,5,21,200,1,-53,10
Arkansas,2020-07-04,-26,6,112,-16,-26,3
Arkansas,2020-07-05,-11,4,96,0,-18,2
Arkansas,2020-07-06,0,7,76,4,-34,8
Arkansas,2020-07-07,-1,7,110,1,-32,8
Arkansas,2020-07-08,0,7,120,1,-30,7
Arkansas,2020-07-09,-5,4,87,0,-31,8
Arkansas,2020-07-10,-5,4,126,-1,-30,7
Arkansas,2020-07-11,-12,6,89,6,-9,3
Arkansas,2020-07-12,-5,8,93,4,-14,2
Arkansas,2020-07-13,-4,4,69,-1,-31,8
Arkansas,2020-07-14,-2,6,99,-2,-31,8
Arkansas,2020-07-15,0,9,114,-2,-30,7
Arkansas,2020-07-16,-4,7,107,-2,-31,7
Arkansas,2020-07-17,-6,5,122,-2,-31,7
Arkansas,2020-07-18,-12,8,103,3,-11,3
Arkansas,2020-07-19,-7,8,97,2,-14,2
Arkansas,2020-07-20,-5,4,58,-2,-32,8
Arkansas,2020-07-21,-4,6,98,-3,-32,8
Arkansas,2020-07-22,-4,4,96,-4,-30,7
Arkansas,2020-07-23,-5,5,104,-2,-30,7
Arkansas,2020-07-24,-6,3,129,-1,-30,7
Arkansas,2020-07-25,-12,6,105,3,-10,2
California,2020-02-15,1,1,19,1,-1,0
California,2020-02-16,5,0,31,1,-1,-1
California,2020-02-17,9,1,44,-12,-38,8
California,2020-02-18,0,0,16,3,0,0
California,2020-02-19,0,0,13,1,0,0
California,2020-02-20,2,1,12,1,0,0
California,2020-02-21,1,0,8,0,1,0
California,2020-02-22,0,0,-3,-4,1,1
California,2020-02-23,4,1,16,3,2,0
California,2020-02-24,2,0,12,1,4,0
California,2020-02-25,3,1,20,3,3,-1
California,2020-02-26,5,3,16,3,2,-1
California,2020-02-27,5,3,14,3,2,-1
California,2020-02-28,4,4,10,2,3,-1
California,2020-02-29,4,4,15,1,2,-1
California,2020-03-01,5,3,-4,-1,1,0
California,2020-03-02,6,6,8,0,4,-1
California,2020-03-03,8,9,30,2,3,-1
California,2020-03-04,4,6,15,-1,2,0
California,2020-03-05,5,7,11,-1,2,0
California,2020-03-06,2,5,7,-4,2,0
California,2020-03-07,0,4,0,-6,2,1
California,2020-03-08,2,3,11,-4,1,0
California,2020-03-09,3,6,12,-7,1,1
California,2020-03-10,-1,4,-10,-13,-3,3
California,2020-03-11,3,9,12,-10,-3,2
California,2020-03-12,-3,13,-15,-18,-6,4
California,2020-03-13,-3,31,-20,-21,-8,5
California,2020-03-14,-13,23,-37,-24,-6,6
California,2020-03-15,-16,11,-25,-23,-8,6
California,2020-03-16,-12,21,-27,-31,-24,11
California,2020-03-17,-23,11,-12,-34,-33,14
California,2020-03-18,-29,4,-20,-39,-38,17
California,2020-03-19,-32,3,-20,-43,-40,18
California,2020-03-20,-40,-3,-22,-46,-44,21
California,2020-03-21,-48,-13,-22,-47,-33,16
California,2020-03-22,-50,-22,-24,-52,-36,14
California,2020-03-23,-41,-18,-28,-52,-49,21
California,2020-03-24,-42,-18,-31,-52,-50,22
California,2020-03-25,-42,-19,-30,-52,-51,22
California,2020-03-26,-42,-18,-28,-53,-51,23
California,2020-03-27,-44,-17,-29,-54,-50,24
California,2020-03-28,-50,-20,-48,-53,-37,18
California,2020-03-29,-50,-24,-38,-54,-39,15
California,2020-03-30,-40,-20,-24,-53,-51,21
California,2020-03-31,-40,-18,-23,-52,-53,22
California,2020-04-01,-39,-14,-25,-51,-52,22
California,2020-04-02,-41,-15,-30,-54,-53,23
California,2020-04-03,-42,-12,-31,-53,-51,23
California,2020-04-04,-50,-18,-54,-54,-39,18
California,2020-04-05,-53,-27,-61,-59,-42,16
California,2020-04-06,-46,-23,-54,-60,-54,24
California,2020-04-07,-47,-23,-41,-57,-55,24
California,2020-04-08,-47,-22,-43,-58,-55,24
California,2020-04-09,-49,-24,-54,-62,-56,26
California,2020-04-10,-47,-19,-44,-59,-56,26
California,2020-04-11,-48,-14,-46,-53,-40,18
California,2020-04-12,-62,-34,-55,-58,-44,16
California,2020-04-13,-45,-25,-36,-55,-52,22
California,2020-04-14,-43,-21,-25,-52,-52,22
California,2020-04-15,-45,-17,-28,-51,-52,22
California,2020-04-16,-54,-16,-34,-53,-52,23
California,2020-04-17,-56,-17,-39,-54,-50,24
California,2020-04-18,-59,-18,-47,-50,-35,17
California,2020-04-19,-59,-21,-39,-52,-37,14
California,2020-04-20,-54,-19,-34,-53,-50,21
California,2020-04-21,-53,-17,-25,-52,-51,21
California,2020-04-22,-53,-16,-25,-52,-51,22
California,2020-04-23,-53,-15,-28,-52,-51,22
California,2020-04-24,-54,-14,-29,-52,-50,23
California,2020-04-25,-56,-13,-35,-47,-34,15
California,2020-04-26,-56,-17,-31,-50,-36,13
California,2020-04-27,-51,-15,-23,-51,-49,20
California,2020-04-28,-51,-14,-19,-49,-50,13
California,2020-04-29,-49,-15,-27,-50,-50,21
California,2020-04-30,-47,-12,-24,-50,-50,21
California,2020-05-01,-47,-9,-23,-48,-48,21
California,2020-05-02,-50,-8,-30,-43,-32,14
California,2020-05-03,-50,-12,-21,-45,-32,12
California,2020-05-04,-44,-10,-17,-48,-47,19
California,2020-05-05,-44,-6,-14,-46,-48,19
California,2020-05-06,-46,-10,-17,-47,-48,20
California,2020-05-07,-46,-8,-18,-48,-49,20
California,2020-05-08,-46,-5,-18,-46,-46,20
California,2020-05-09,-46,4,-23,-40,-29,12
California,2020-05-10,-47,0,-22,-40,-28,9
California,2020-05-11,-45,-14,-20,-48,-46,18
California,2020-05-12,-45,-10,-17,-46,-47,19
California,2020-05-13,-44,-10,-16,-46,-47,19
California,2020-05-14,-45,-10,-17,-47,-47,19
California,2020-05-15,-45,-9,-11,-46,-45,19
California,2020-05-16,-47,-7,-14,-41,-27,12
California,2020-05-17,-47,-13,-16,-44,-28,11
California,2020-05-18,-43,-13,-24,-49,-45,18
California,2020-05-19,-42,-9,-7,-46,-45,18
California,2020-05-20,-41,-7,-4,-45,-45,18
California,2020-05-21,-40,-6,-5,-45,-45,18
California,2020-05-22,-41,-4,-3,-43,-43,18
California,2020-05-23,-44,-3,-4,-38,-24,10
California,2020-05-24,-43,-6,13,-39,-26,8
California,2020-05-25,-43,-8,32,-51,-72,22
California,2020-05-26,-40,-8,-3,-44,-43,16
California,2020-05-27,-39,-8,-4,-44,-43,17
California,2020-05-28,-39,-7,-7,-44,-43,17
California,2020-05-29,-40,-8,-9,-43,-41,17
California,2020-05-30,-42,-7,-14,-38,-17,11
California,2020-05-31,-43,-13,-5,-40,-19,9
California,2020-06-01,-41,-12,-16,-45,-42,17
California,2020-06-02,-39,-6,-8,-44,-42,17
California,2020-06-03,-36,-3,-5,-43,-42,16
California,2020-06-04,-35,-3,-6,-43,-42,16
California,2020-06-05,-36,-5,-10,-42,-40,16
California,2020-06-06,-37,-4,-6,-35,-17,9
California,2020-06-07,-35,-7,7,-35,-18,8
California,2020-06-08,-32,-7,3,-41,-40,14
California,2020-06-09,-32,-4,10,-41,-40,15
California,2020-06-10,-31,-5,7,-41,-41,15
California,2020-06-11,-31,-5,4,-40,-41,15
California,2020-06-12,-32,-6,2,-39,-39,14
California,2020-06-13,-34,-4,7,-31,-15,7
California,2020-06-14,-32,-8,19,-31,-16,6
California,2020-06-15,-29,-8,7,-39,-39,13
California,2020-06-16,-29,-5,15,-38,-40,14
California,2020-06-17,-29,-6,12,-38,-41,14
California,2020-06-18,-28,-5,9,-39,-41,14
California,2020-06-19,-30,-4,9,-38,-40,12
California,2020-06-20,-31,1,6,-32,-14,7
California,2020-06-21,-32,-4,10,-34,-14,5
California,2020-06-22,-29,-11,8,-40,-42,13
California,2020-06-23,-29,-7,14,-38,-42,14
California,2020-06-24,-29,-8,9,-39,-41,14
California,2020-06-25,-29,-7,7,-39,-41,14
California,2020-06-26,-31,-7,7,-39,-40,14
California,2020-06-27,-33,-6,6,-32,-16,7
California,2020-06-28,-31,-11,8,-34,-14,6
California,2020-06-29,-26,-9,10,-39,-40,13
California,2020-06-30,-25,-7,15,-39,-41,13
California,2020-07-01,-24,-4,10,-38,-41,13
California,2020-07-02,-22,2,14,-36,-43,13
California,2020-07-03,-25,8,24,-40,-58,17
California,2020-07-04,-48,-5,-4,-41,-32,10
California,2020-07-05,-36,-17,-2,-37,-21,7
California,2020-07-06,-26,-7,11,-39,-44,14
California,2020-07-07,-27,-5,16,-38,-43,14
California,2020-07-08,-28,-6,12,-39,-42,14
California,2020-07-09,-28,-5,9,-40,-42,14
California,2020-07-10,-31,-6,6,-41,-41,14
California,2020-07-11,-33,-5,3,-35,-17,8
California,2020-07-12,-32,-9,11,-36,-18,7
California,2020-07-13,-27,-8,7,-41,-42,13
California,2020-07-14,-28,-6,14,-41,-43,14
California,2020-07-15,-29,-7,11,-41,-43,14
California,2020-07-16,-30,-7,10,-42,-43,15
California,2020-07-17,-31,-7,11,-41,-41,15
California,2020-07-18,-34,-6,9,-36,-19,8
California,2020-07-19,-32,-10,15,-37,-20,7
California,2020-07-20,-28,-10,13,-41,-43,14
California,2020-07-21,-29,-8,18,-41,-44,14
California,2020-07-22,-29,-9,13,-42,-43,14
California,2020-07-23,-29,-8,11,-42,-43,15
California,2020-07-24,-31,-8,10,-41,-41,14
California,2020-07-25,-33,-6,13,-35,-19,8
Colorado,2020-02-15,2,3,-16,-1,1,0
Colorado,2020-02-16,7,5,-7,3,1,0
Colorado,2020-02-17,5,2,4,-4,-20,5
Colorado,2020-02-18,-5,-4,-18,1,-4,3
Colorado,2020-02-19,-6,-4,-21,-2,0,2
Colorado,2020-02-20,2,2,-5,0,0,0
Colorado,2020-02-21,3,3,4,3,3,-1
Colorado,2020-02-22,3,7,4,5,4,-1
Colorado,2020-02-23,-4,-2,-37,-3,-1,2
Colorado,2020-02-24,0,0,-7,3,8,0
Colorado,2020-02-25,-3,-4,-25,-2,2,1
Colorado,2020-02-26,7,5,2,3,2,-1
Colorado,2020-02-27,7,6,14,2,2,-1
Colorado,2020-02-28,7,7,24,4,3,-2
Colorado,2020-02-29,5,8,5,4,4,-1
Colorado,2020-03-01,8,9,-14,2,3,0
Colorado,2020-03-02,3,5,0,0,7,0
Colorado,2020-03-03,9,11,17,3,4,-1
Colorado,2020-03-04,8,8,25,2,2,-1
Colorado,2020-03-05,8,10,33,0,2,-1
Colorado,2020-03-06,6,10,39,1,2,-1
Colorado,2020-03-07,6,13,49,4,3,-2
Colorado,2020-03-08,8,12,37,1,2,0
Colorado,2020-03-09,6,11,46,1,8,-1
Colorado,2020-03-10,6,11,32,-2,2,0
Colorado,2020-03-11,7,14,48,-1,1,-1
Colorado,2020-03-12,6,27,22,-8,-2,1
Colorado,2020-03-13,-6,27,-22,-17,-8,5
Colorado,2020-03-14,-14,18,-17,-15,-4,5
Colorado,2020-03-15,-14,12,16,-18,-10,4
Colorado,2020-03-16,-7,22,44,-23,-21,7
Colorado,2020-03-17,-24,14,14,-29,-34,13
Colorado,2020-03-18,-26,10,50,-32,-38,14
Colorado,2020-03-19,-46,-12,-52,-57,-47,22
Colorado,2020-03-20,-42,-4,-43,-48,-46,21
Colorado,2020-03-21,-43,-5,-26,-44,-29,13
Colorado,2020-03-22,-41,-10,10,-47,-33,10
Colorado,2020-03-23,-31,-4,18,-47,-41,16
Colorado,2020-03-24,-35,-8,36,-47,-47,18
Colorado,2020-03-25,-35,-8,32,-50,-49,19
Colorado,2020-03-26,-50,-24,4,-57,-53,22
Colorado,2020-03-27,-53,-26,-42,-60,-53,25
Colorado,2020-03-28,-56,-28,-39,-59,-40,17
Colorado,2020-03-29,-51,-27,-12,-60,-40,13
Colorado,2020-03-30,-44,-23,0,-56,-50,19
Colorado,2020-03-31,-40,-17,23,-52,-53,20
Colorado,2020-04-01,-41,-17,16,-54,-54,21
Colorado,2020-04-02,-48,-23,-46,-63,-56,24
Colorado,2020-04-03,-47,-20,-37,-60,-54,25
Colorado,2020-04-04,-50,-21,-21,-57,-40,16
Colorado,2020-04-05,-47,-21,10,-58,-41,12
Colorado,2020-04-06,-41,-18,31,-55,-51,19
Colorado,2020-04-07,-41,-17,22,-53,-55,21
Colorado,2020-04-08,-41,-17,22,-54,-55,21
Colorado,2020-04-09,-42,-16,12,-56,-55,22
Colorado,2020-04-10,-43,-15,9,-56,-55,23
Colorado,2020-04-11,-46,-11,-2,-53,-40,14
Colorado,2020-04-12,-69,-45,-68,-69,-49,15
Colorado,2020-04-13,-53,-32,-50,-64,-54,23
Colorado,2020-04-14,-45,-23,-27,-57,-54,23
Colorado,2020-04-15,-38,-17,-11,-54,-53,21
Colorado,2020-04-16,-53,-32,-51,-65,-58,27
Colorado,2020-04-17,-43,-20,-18,-56,-52,23
Colorado,2020-04-18,-47,-22,-29,-53,-36,15
Colorado,2020-04-19,-43,-20,1,-55,-38,12
Colorado,2020-04-20,-37,-19,27,-51,-49,18
Colorado,2020-04-21,-38,-19,10,-52,-52,21
Colorado,2020-04-22,-38,-18,19,-52,-53,20
Colorado,2020-04-23,-39,-18,13,-53,-53,21
Colorado,2020-04-24,-40,-18,-4,-53,-51,21
Colorado,2020-04-25,-41,-15,6,-48,-35,13
Colorado,2020-04-26,-39,-16,15,-53,-37,10
Colorado,2020-04-27,-31,-13,51,-49,-46,17
Colorado,2020-04-28,-32,-13,24,-48,-50,11
Colorado,2020-04-29,-31,-12,44,-47,-50,18
Colorado,2020-04-30,-32,-10,40,-48,-51,19
Colorado,2020-05-01,-31,-8,37,-45,-48,18
Colorado,2020-05-02,-38,-10,-10,-46,-32,12
Colorado,2020-05-03,-31,-6,43,-45,-31,8
Colorado,2020-05-04,-27,-8,31,-46,-44,16
Colorado,2020-05-05,-25,-3,33,-45,-47,17
Colorado,2020-05-06,-28,-8,42,-44,-48,17
Colorado,2020-05-07,-28,-6,45,-46,-48,17
Colorado,2020-05-08,-30,-3,29,-43,-45,17
Colorado,2020-05-09,-31,4,13,-41,-27,9
Colorado,2020-05-10,-25,6,40,-42,-27,6
Colorado,2020-05-11,-31,-14,-7,-48,-42,16
Colorado,2020-05-12,-27,-7,30,-44,-45,16
Colorado,2020-05-13,-25,-6,55,-42,-45,16
Colorado,2020-05-14,-26,-5,39,-44,-46,17
Colorado,2020-05-15,-29,-6,22,-43,-44,16
Colorado,2020-05-16,-31,-4,36,-38,-25,9
Colorado,2020-05-17,-25,-4,73,-40,-25,6
Colorado,2020-05-18,-20,-3,72,-41,-39,13
Colorado,2020-05-19,-20,-2,47,-41,-43,15
Colorado,2020-05-20,-19,0,58,-38,-44,15
Colorado,2020-05-21,-19,1,78,-36,-44,14
Colorado,2020-05-22,-22,4,80,-34,-43,13
Colorado,2020-05-23,-30,-1,62,-33,-24,7
Colorado,2020-05-24,-31,-11,5,-44,-27,7
Colorado,2020-05-25,-21,-2,132,-43,-72,19
Colorado,2020-05-26,-19,-1,62,-37,-41,13
Colorado,2020-05-27,-19,-3,63,-38,-41,14
Colorado,2020-05-28,-18,0,81,-35,-41,13
Colorado,2020-05-29,-22,-1,67,-33,-39,13
Colorado,2020-05-30,-27,-4,43,-29,-14,7
Colorado,2020-05-31,-19,-2,65,-32,-15,5
Colorado,2020-06-01,-14,1,71,-33,-36,11
Colorado,2020-06-02,-15,2,62,-35,-39,13
Colorado,2020-06-03,-13,2,74,-35,-40,12
Colorado,2020-06-04,-15,3,85,-34,-40,12
Colorado,2020-06-05,-19,2,80,-32,-38,11
Colorado,2020-06-06,-26,-4,27,-32,-16,7
Colorado,2020-06-07,-14,2,95,-30,-15,3
Colorado,2020-06-08,-13,0,82,-32,-35,10
Colorado,2020-06-09,-15,-2,34,-38,-40,14
Colorado,2020-06-10,-11,1,96,-32,-39,11
Colorado,2020-06-11,-12,3,112,-32,-39,11
Colorado,2020-06-12,-16,2,96,-31,-38,10
Colorado,2020-06-13,-22,-1,65,-25,-13,5
Colorado,2020-06-14,-13,1,96,-27,-13,2
Colorado,2020-06-15,-10,1,98,-31,-35,9
Colorado,2020-06-16,-10,3,81,-31,-38,11
Colorado,2020-06-17,-10,3,95,-30,-39,11
Colorado,2020-06-18,-11,2,91,-30,-40,11
Colorado,2020-06-19,-16,2,66,-29,-39,9
Colorado,2020-06-20,-18,6,89,-22,-12,3
Colorado,2020-06-21,-14,3,89,-26,-12,1
Colorado,2020-06-22,-10,0,109,-29,-37,9
Colorado,2020-06-23,-9,1,92,-29,-40,10
Colorado,2020-06-24,-9,1,96,-29,-39,10
Colorado,2020-06-25,-10,3,107,-28,-39,10
Colorado,2020-06-26,-17,-1,76,-27,-38,10
Colorado,2020-06-27,-18,2,85,-18,-14,3
Colorado,2020-06-28,-12,0,91,-23,-11,2
Colorado,2020-06-29,-7,2,110,-26,-34,8
Colorado,2020-06-30,-4,6,94,-26,-38,10
Colorado,2020-07-01,-3,8,112,-24,-39,9
Colorado,2020-07-02,0,15,132,-22,-42,9
Colorado,2020-07-03,-8,16,137,-27,-58,12
Colorado,2020-07-04,-36,-1,85,-30,-29,5
Colorado,2020-07-05,-17,-6,83,-25,-18,1
Colorado,2020-07-06,-6,4,119,-25,-40,9
Colorado,2020-07-07,-8,5,93,-26,-41,10
Colorado,2020-07-08,-7,5,111,-26,-40,10
Colorado,2020-07-09,-7,7,120,-26,-40,10
Colorado,2020-07-10,-13,5,98,-26,-39,9
Colorado,2020-07-11,-18,4,82,-20,-13,3
Colorado,2020-07-12,-11,2,88,-22,-14,2
Colorado,2020-07-13,-8,2,100,-27,-36,9
Colorado,2020-07-14,-8,2,84,-29,-40,11
Colorado,2020-07-15,-7,3,102,-29,-39,10
Colorado,2020-07-16,-8,5,110,-28,-40,10
Colorado,2020-07-17,-13,4,99,-26,-39,9
Colorado,2020-07-18,-19,2,84,-21,-14,3
Colorado,2020-07-19,-11,2,97,-23,-14,2
Colorado,2020-07-20,-6,3,123,-26,-37,8
Colorado,2020-07-21,-7,3,99,-30,-40,10
Colorado,2020-07-22,-7,2,101,-30,-39,10
Colorado,2020-07-23,-7,5,126,-28,-39,10
Colorado,2020-07-24,-13,2,94,-26,-38,10
Colorado,2020-07-25,-18,0,68,-22,-15,4
Connecticut,2020-02-15,4,-4,16,8,-2,0
Connecticut,2020-02-16,5,-5,-4,3,0,0
Connecticut,2020-02-17,11,1,33,-1,-29,6
Connecticut,2020-02-18,-1,-5,-14,0,-8,3
Connecticut,2020-02-19,2,-1,12,4,0,0
Connecticut,2020-02-20,2,-1,2,3,2,0
Connecticut,2020-02-21,1,-5,-3,1,1,1
Connecticut,2020-02-22,10,-1,74,10,3,-2
Connecticut,2020-02-23,9,0,64,14,2,-1
Connecticut,2020-02-24,4,2,45,3,4,0
Connecticut,2020-02-25,1,-1,4,1,2,0
Connecticut,2020-02-26,5,1,3,2,2,0
Connecticut,2020-02-27,3,1,4,3,3,0
Connecticut,2020-02-28,4,0,1,3,3,0
Connecticut,2020-02-29,9,0,27,6,2,-2
Connecticut,2020-03-01,10,5,-1,10,3,-1
Connecticut,2020-03-02,7,8,31,2,4,-1
Connecticut,2020-03-03,6,10,19,5,3,-1
Connecticut,2020-03-04,6,8,22,4,2,-1
Connecticut,2020-03-05,7,8,29,5,3,-1
Connecticut,2020-03-06,2,1,1,2,2,1
Connecticut,2020-03-07,10,6,50,7,3,-1
Connecticut,2020-03-08,8,3,55,10,2,0
Connecticut,2020-03-09,9,8,95,2,2,-1
Connecticut,2020-03-10,4,9,24,0,1,0
Connecticut,2020-03-11,5,12,30,-3,-1,0
Connecticut,2020-03-12,5,34,10,-9,-2,2
Connecticut,2020-03-13,-4,30,6,-18,-12,6
Connecticut,2020-03-14,-7,16,95,-12,-3,3
Connecticut,2020-03-15,-13,4,56,-19,-8,5
Connecticut,2020-03-16,-7,26,16,-25,-23,9
Connecticut,2020-03-17,-27,8,-10,-30,-31,14
Connecticut,2020-03-18,-27,6,46,-30,-34,14
Connecticut,2020-03-19,-33,2,-12,-40,-36,17
Connecticut,2020-03-20,-32,12,12,-41,-37,18
Connecticut,2020-03-21,-38,1,100,-38,-26,11
Connecticut,2020-03-22,-43,-15,27,-48,-29,11
Connecticut,2020-03-23,-47,-24,-46,-53,-45,21
Connecticut,2020-03-24,-43,-16,17,-46,-47,21
Connecticut,2020-03-25,-46,-19,-21,-51,-49,22
Connecticut,2020-03-26,-41,-14,55,-48,-48,21
Connecticut,2020-03-27,-42,-16,55,-51,-47,22
Connecticut,2020-03-28,-48,-20,29,-55,-35,15
Connecticut,2020-03-29,-56,-32,-52,-64,-38,15
Connecticut,2020-03-30,-43,-19,-6,-53,-49,21
Connecticut,2020-03-31,-42,-18,8,-51,-51,22
Connecticut,2020-04-01,-40,-11,28,-49,-51,21
Connecticut,2020-04-02,-44,-12,-3,-54,-51,23
Connecticut,2020-04-03,-46,-12,-35,-59,-52,26
Connecticut,2020-04-04,-47,-15,88,-53,-38,15
Connecticut,2020-04-05,-50,-26,23,-61,-38,13
Connecticut,2020-04-06,-39,-16,60,-52,-52,21
Connecticut,2020-04-07,-41,-16,42,-50,-53,22
Connecticut,2020-04-08,-46,-17,-3,-54,-54,23
Connecticut,2020-04-09,-48,-17,-32,-59,-55,25
Connecticut,2020-04-10,-45,-10,-10,-59,-62,28
Connecticut,2020-04-11,-44,-9,76,-54,-40,15
Connecticut,2020-04-12,-65,-50,25,-62,-45,13
Connecticut,2020-04-13,-57,-41,-52,-66,-56,26
Connecticut,2020-04-14,-39,-14,35,-50,-52,21
Connecticut,2020-04-15,-36,-14,20,-52,-52,22
